,precision,recall,f1-score,support
colubridae,0.13333333333333333,0.2222222222222222,0.16666666666666666,9.0
columbidae,0.0,0.0,0.0,3.0
conidae,0.0,0.0,0.0,3.0
cracidae,0.0,0.0,0.0,6.0
cricetidae,0.0,0.0,0.0,3.0
crocodylidae,0.0,0.0,0.0,6.0
cryptobranchidae,0.0,0.0,0.0,6.0
ctenomyidae,0.0,0.0,0.0,3.0
cuculidae,0.0,0.0,0.0,3.0
cyprinodontidae,0.0,0.0,0.0,3.0
dactyloidae,0.12,0.1,0.10909090909090909,30.0
dalatiidae,0.0,0.0,0.0,3.0
dasyatidae,0.0,0.0,0.0,15.0
dasypodidae,0.0,0.0,0.0,3.0
dasyuridae,0.0,0.0,0.0,3.0
daubentoniidae,0.0,0.0,0.0,3.0
delphinidae,0.0,0.0,0.0,12.0
dendrobatidae,0.0,0.0,0.0,3.0
dendrophylliidae,0.0,0.0,0.0,3.0
diomedeidae,0.2,0.5555555555555556,0.29411764705882354,18.0
diploastraeidae,0.0,0.0,0.0,3.0
diplodactylidae,0.0,0.0,0.0,6.0
elapidae,0.0,0.0,0.0,3.0
emydidae,0.0,0.0,0.0,6.0
equidae,0.0,0.0,0.0,3.0
estrildidae,0.0,0.0,0.0,3.0
euphylliidae,0.0,0.0,0.0,9.0
falconidae,0.0,0.0,0.0,6.0
faviidae,0.0,0.0,0.0,6.0
formicidae,0.5,0.20689655172413793,0.2926829268292683,29.0
fringillidae,0.0,0.0,0.0,6.0
fungiidae,0.0,0.0,0.0,3.0
gavialidae,0.0,0.0,0.0,3.0
gekkonidae,0.0,0.0,0.0,3.0
geoemydidae,0.0,0.0,0.0,9.0
giraffidae,0.0,0.0,0.0,3.0
glareolidae,0.0,0.0,0.0,3.0
gliridae,0.0,0.0,0.0,3.0
gomphidae,0.0,0.0,0.0,6.0
goodeidae,0.0,0.0,0.0,3.0
gymnuridae,0.0,0.0,0.0,3.0
haliotidae,0.0,0.0,0.0,3.0
helioporidae,0.0,0.0,0.0,3.0
hemiscylliidae,0.0,0.0,0.0,3.0
hexanchidae,0.0,0.0,0.0,6.0
hominidae,0.0,0.0,0.0,3.0
hyaenidae,0.0,0.0,0.0,3.0
hylobatidae,0.0,0.0,0.0,9.0
hynobiidae,0.0,0.0,0.0,3.0
iguanidae,0.3888888888888889,0.5833333333333334,0.4666666666666667,12.0
indriidae,0.0,0.0,0.0,3.0
labridae,0.0,0.0,0.0,6.0
lacertidae,0.0,0.0,0.0,6.0
lamnidae,0.0,0.0,0.0,3.0
laridae,0.14705882352941177,0.3333333333333333,0.20408163265306123,15.0
latimeriidae,0.0,0.0,0.0,3.0
lemuridae,0.0,0.0,0.0,6.0
leporidae,0.0,0.0,0.0,6.0
lobophylliidae,0.0,0.0,0.0,3.0
lucanidae,0.0,0.0,0.0,3.0
lutjanidae,0.0,0.0,0.0,3.0
manidae,0.0,0.0,0.0,6.0
mantellidae,0.0,0.0,0.0,3.0
meandrinidae,0.0,0.0,0.0,3.0
megapodiidae,0.0,0.0,0.0,3.0
merlucciidae,0.0,0.0,0.0,3.0
merulinidae,0.07692307692307693,0.16666666666666666,0.10526315789473684,6.0
mesitornithidae,0.0,0.0,0.0,3.0
mimidae,0.0,0.0,0.0,3.0
motacillidae,0.0,0.0,0.0,3.0
muscicapidae,0.0,0.0,0.0,3.0
mustelidae,0.0,0.0,0.0,9.0
myliobatidae,0.0,0.0,0.0,9.0
nesospingidae,0.0,0.0,0.0,3.0
nymphalidae,0.0,0.0,0.0,3.0
odontophoridae,0.0,0.0,0.0,3.0
otariidae,0.03571428571428571,0.16666666666666666,0.058823529411764705,6.0
otididae,0.0,0.0,0.0,3.0
palinuridae,0.0,0.0,0.0,3.0
pangasiidae,0.0,0.0,0.0,3.0
papilionidae,0.0,0.0,0.0,3.0
paradisaeidae,0.0,0.0,0.0,3.0
pardalotidae,0.0,0.0,0.0,3.0
parulidae,0.0,0.0,0.0,3.0
percidae,0.0,0.0,0.0,3.0
phasianidae,0.0,0.0,0.0,3.0
phrynosomatidae,0.0,0.0,0.0,3.0
phyllomedusidae,0.0,0.0,0.0,3.0
phyllostomidae,0.0,0.0,0.0,3.0
pisauridae,0.0,0.0,0.0,3.0
pittidae,0.0,0.0,0.0,3.0
platystictidae,0.0,0.0,0.0,3.0
plethodontidae,0.1650485436893204,0.6296296296296297,0.26153846153846155,27.0
pleuronectidae,0.0,0.0,0.0,3.0
pocilloporidae,0.0,0.0,0.0,6.0
podocnemididae,0.0,0.0,0.0,3.0
polyprionidae,0.0,0.0,0.0,3.0
pontoporiidae,0.0,0.0,0.0,3.0
potoroidae,0.0,0.0,0.0,3.0
pristidae,0.0,0.0,0.0,3.0
procellariidae,0.4,0.2222222222222222,0.2857142857142857,9.0
pseudophasmatidae,0.0,0.0,0.0,3.0
psittacidae,0.14893617021276595,0.5833333333333334,0.23728813559322035,12.0
psittaculidae,0.0,0.0,0.0,6.0
pythonidae,0.0,0.0,0.0,6.0
rajidae,0.0,0.0,0.0,9.0
rallidae,0.0,0.0,0.0,3.0
ramphastidae,0.0,0.0,0.0,3.0
ranidae,0.0,0.0,0.0,9.0
recurvirostridae,0.0,0.0,0.0,3.0
rhacophoridae,0.0,0.0,0.0,6.0
rhinodermatidae,0.0,0.0,0.0,3.0
rhyacotritonidae,0.0,0.0,0.0,6.0
salamandridae,0.09473684210526316,0.3333333333333333,0.14754098360655737,27.0
salmonidae,0.0,0.0,0.0,3.0
scincidae,0.0,0.0,0.0,3.0
sciuridae,0.0,0.0,0.0,3.0
scolopacidae,0.0,0.0,0.0,6.0
scombridae,0.0,0.0,0.0,3.0
serranidae,0.0,0.0,0.0,9.0
siderastreidae,0.0,0.0,0.0,3.0
siluridae,0.0,0.0,0.0,3.0
somniosidae,0.0,0.0,0.0,3.0
soricidae,0.0,0.0,0.0,3.0
sparidae,0.0,0.0,0.0,6.0
spheniscidae,0.04519774011299435,0.6666666666666666,0.08465608465608465,12.0
sphyrnidae,0.0,0.0,0.0,9.0
squalidae,0.0,0.0,0.0,3.0
squatinidae,0.0,0.0,0.0,3.0
stichopodidae,0.0,0.0,0.0,6.0
strigidae,0.0,0.0,0.0,3.0
strigopidae,0.0,0.0,0.0,3.0
syngnathidae,0.0,0.0,0.0,6.0
testudinidae,0.0,0.0,0.0,6.0
tettigoniidae,0.0,0.0,0.0,3.0
theraphosidae,0.0,0.0,0.0,3.0
thraupidae,0.0,0.0,0.0,9.0
trionychidae,0.0,0.0,0.0,3.0
triopsidae,0.0,0.0,0.0,3.0
trochilidae,0.25,0.1111111111111111,0.15384615384615385,9.0
trogonidae,0.0,0.0,0.0,3.0
tropiduridae,0.0,0.0,0.0,3.0
turdidae,0.0,0.0,0.0,6.0
unionidae,0.0,0.0,0.0,6.0
urolophidae,0.0,0.0,0.0,3.0
ursidae,0.14285714285714285,0.16666666666666666,0.15384615384615385,6.0
vangidae,0.0,0.0,0.0,3.0
vespertilionidae,0.0,0.0,0.0,6.0
viperidae,0.0,0.0,0.0,3.0
vireonidae,0.0,0.0,0.0,3.0
vombatidae,0.0,0.0,0.0,3.0
zonitidae,0.0,0.0,0.0,3.0
accuracy,0.1317764804003336,0.1317764804003336,0.1317764804003336,0.1317764804003336
macro avg,0.037340388821203566,0.04311654482361208,0.02700210367639032,1199.0
weighted avg,0.10066067641149538,0.1317764804003336,0.07983002623523126,1199.0
