,precision,recall,f1-score,support
tropiduridae,0.2,0.6666666666666666,0.3076923076923077,3.0
turdidae,0.3333333333333333,0.16666666666666666,0.2222222222222222,6.0
unionidae,0.6,1.0,0.75,6.0
urolophidae,0.125,0.3333333333333333,0.18181818181818182,3.0
ursidae,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0
vangidae,1.0,0.6666666666666666,0.8,3.0
vespertilionidae,0.6666666666666666,0.3333333333333333,0.4444444444444444,6.0
viperidae,0.0,0.0,0.0,3.0
vireonidae,1.0,1.0,1.0,3.0
vombatidae,1.0,0.3333333333333333,0.5,3.0
zonitidae,1.0,1.0,1.0,3.0
accuracy,0.5604670558798999,0.5604670558798999,0.5604670558798999,0.5604670558798999
macro avg,0.5654674790344882,0.5532962655871497,0.5302450476546146,1199.0
weighted avg,0.5780357411080184,0.5604670558798999,0.5465327517956934,1199.0
