,precision,recall,f1-score,support
cheirogaleidae,0.0,0.0,0.0,3.0
chelidae,0.0,0.0,0.0,6.0
cheloniidae,0.0,0.0,0.0,3.0
chelydridae,0.0,0.0,0.0,3.0
ciconiidae,0.125,0.1111111111111111,0.11764705882352941,9.0
coenagrionidae,0.0,0.0,0.0,3.0
colubridae,0.0,0.0,0.0,9.0
columbidae,0.0,0.0,0.0,3.0
conidae,1.0,0.6666666666666666,0.8,3.0
cracidae,0.0,0.0,0.0,6.0
cricetidae,0.0,0.0,0.0,3.0
crocodylidae,0.0,0.0,0.0,6.0
cryptobranchidae,0.0,0.0,0.0,6.0
ctenomyidae,0.0,0.0,0.0,3.0
cuculidae,0.0,0.0,0.0,3.0
cyprinodontidae,0.0,0.0,0.0,3.0
dactyloidae,0.24193548387096775,0.5,0.32608695652173914,30.0
dalatiidae,0.0,0.0,0.0,3.0
dasyatidae,0.047619047619047616,0.06666666666666667,0.05555555555555555,15.0
dasypodidae,1.0,0.6666666666666666,0.8,3.0
dasyuridae,0.0,0.0,0.0,3.0
daubentoniidae,0.0,0.0,0.0,3.0
delphinidae,0.16666666666666666,0.75,0.2727272727272727,12.0
dendrobatidae,0.0,0.0,0.0,3.0
dendrophylliidae,0.0,0.0,0.0,3.0
diomedeidae,0.06666666666666667,0.1111111111111111,0.08333333333333333,18.0
diploastraeidae,0.0,0.0,0.0,3.0
diplodactylidae,0.0,0.0,0.0,6.0
elapidae,0.0,0.0,0.0,3.0
emydidae,0.0,0.0,0.0,6.0
equidae,0.0,0.0,0.0,3.0
estrildidae,0.0,0.0,0.0,3.0
euphylliidae,0.0,0.0,0.0,9.0
falconidae,0.0,0.0,0.0,6.0
faviidae,0.0,0.0,0.0,6.0
formicidae,0.23076923076923078,0.7241379310344828,0.35,29.0
fringillidae,1.0,0.3333333333333333,0.5,6.0
fungiidae,0.0,0.0,0.0,3.0
gavialidae,0.0,0.0,0.0,3.0
gekkonidae,0.0,0.0,0.0,3.0
geoemydidae,0.0,0.0,0.0,9.0
giraffidae,0.0,0.0,0.0,3.0
glareolidae,0.0,0.0,0.0,3.0
gliridae,0.0,0.0,0.0,3.0
gomphidae,0.0,0.0,0.0,6.0
goodeidae,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
gymnuridae,0.0,0.0,0.0,3.0
haliotidae,1.0,0.6666666666666666,0.8,3.0
helioporidae,0.0,0.0,0.0,3.0
hemiscylliidae,0.0,0.0,0.0,3.0
hexanchidae,0.0,0.0,0.0,6.0
hominidae,0.0,0.0,0.0,3.0
hyaenidae,0.0,0.0,0.0,3.0
hylobatidae,0.25,0.2222222222222222,0.23529411764705882,9.0
hynobiidae,0.0,0.0,0.0,3.0
iguanidae,0.0,0.0,0.0,12.0
indriidae,0.0,0.0,0.0,3.0
labridae,0.0,0.0,0.0,6.0
lacertidae,0.0,0.0,0.0,6.0
lamnidae,0.0,0.0,0.0,3.0
laridae,0.03896103896103896,0.2,0.06521739130434782,15.0
latimeriidae,0.0,0.0,0.0,3.0
lemuridae,0.0,0.0,0.0,6.0
leporidae,0.0,0.0,0.0,6.0
lobophylliidae,0.0,0.0,0.0,3.0
lucanidae,0.0,0.0,0.0,3.0
lutjanidae,0.0,0.0,0.0,3.0
manidae,0.0,0.0,0.0,6.0
mantellidae,0.0,0.0,0.0,3.0
meandrinidae,0.0,0.0,0.0,3.0
megapodiidae,0.0,0.0,0.0,3.0
merlucciidae,0.0,0.0,0.0,3.0
merulinidae,0.0,0.0,0.0,6.0
mesitornithidae,1.0,0.3333333333333333,0.5,3.0
mimidae,0.0,0.0,0.0,3.0
motacillidae,0.0,0.0,0.0,3.0
muscicapidae,0.0,0.0,0.0,3.0
mustelidae,0.0,0.0,0.0,9.0
myliobatidae,0.16666666666666666,0.1111111111111111,0.13333333333333333,9.0
nesospingidae,0.0,0.0,0.0,3.0
nymphalidae,0.0,0.0,0.0,3.0
odontophoridae,0.0,0.0,0.0,3.0
otariidae,0.0,0.0,0.0,6.0
otididae,0.0,0.0,0.0,3.0
palinuridae,0.0,0.0,0.0,3.0
pangasiidae,0.0,0.0,0.0,3.0
papilionidae,1.0,0.6666666666666666,0.8,3.0
paradisaeidae,0.0,0.0,0.0,3.0
pardalotidae,0.0,0.0,0.0,3.0
parulidae,0.0,0.0,0.0,3.0
percidae,0.0,0.0,0.0,3.0
phasianidae,0.0,0.0,0.0,3.0
phrynosomatidae,0.0,0.0,0.0,3.0
phyllomedusidae,0.0,0.0,0.0,3.0
phyllostomidae,0.0,0.0,0.0,3.0
pisauridae,0.0,0.0,0.0,3.0
pittidae,0.0,0.0,0.0,3.0
platystictidae,0.0,0.0,0.0,3.0
plethodontidae,0.08108108108108109,0.2222222222222222,0.1188118811881188,27.0
pleuronectidae,0.0,0.0,0.0,3.0
pocilloporidae,0.0,0.0,0.0,6.0
podocnemididae,0.0,0.0,0.0,3.0
polyprionidae,0.0,0.0,0.0,3.0
pontoporiidae,0.0,0.0,0.0,3.0
potoroidae,0.0,0.0,0.0,3.0
pristidae,0.0,0.0,0.0,3.0
procellariidae,0.08333333333333333,0.1111111111111111,0.09523809523809523,9.0
pseudophasmatidae,0.0,0.0,0.0,3.0
psittacidae,0.058823529411764705,0.08333333333333333,0.06896551724137931,12.0
psittaculidae,0.0,0.0,0.0,6.0
pythonidae,0.0,0.0,0.0,6.0
rajidae,0.0,0.0,0.0,9.0
rallidae,0.0,0.0,0.0,3.0
ramphastidae,0.0,0.0,0.0,3.0
ranidae,0.0,0.0,0.0,9.0
recurvirostridae,0.0,0.0,0.0,3.0
rhacophoridae,0.0,0.0,0.0,6.0
rhinodermatidae,0.0,0.0,0.0,3.0
rhyacotritonidae,0.0,0.0,0.0,6.0
salamandridae,0.13559322033898305,0.2962962962962963,0.18604651162790697,27.0
salmonidae,0.0,0.0,0.0,3.0
scincidae,0.0,0.0,0.0,3.0
sciuridae,0.0,0.0,0.0,3.0
scolopacidae,0.0,0.0,0.0,6.0
scombridae,0.0,0.0,0.0,3.0
serranidae,0.3,0.3333333333333333,0.3157894736842105,9.0
siderastreidae,0.0,0.0,0.0,3.0
siluridae,0.0,0.0,0.0,3.0
somniosidae,0.0,0.0,0.0,3.0
soricidae,0.0,0.0,0.0,3.0
sparidae,0.0,0.0,0.0,6.0
spheniscidae,0.11764705882352941,0.16666666666666666,0.13793103448275862,12.0
sphyrnidae,0.0,0.0,0.0,9.0
squalidae,0.0,0.0,0.0,3.0
squatinidae,0.0,0.0,0.0,3.0
stichopodidae,0.0,0.0,0.0,6.0
strigidae,0.0,0.0,0.0,3.0
strigopidae,0.0,0.0,0.0,3.0
syngnathidae,0.0,0.0,0.0,6.0
testudinidae,0.0,0.0,0.0,6.0
tettigoniidae,0.0,0.0,0.0,3.0
theraphosidae,0.0,0.0,0.0,3.0
thraupidae,0.0,0.0,0.0,9.0
trionychidae,0.0,0.0,0.0,3.0
triopsidae,0.0,0.0,0.0,3.0
trochilidae,0.2,0.2222222222222222,0.21052631578947367,9.0
trogonidae,0.0,0.0,0.0,3.0
tropiduridae,0.0,0.0,0.0,3.0
turdidae,0.0,0.0,0.0,6.0
unionidae,0.2,0.3333333333333333,0.25,6.0
urolophidae,0.0,0.0,0.0,3.0
ursidae,0.0,0.0,0.0,6.0
vangidae,0.0,0.0,0.0,3.0
vespertilionidae,0.0,0.0,0.0,6.0
viperidae,0.0,0.0,0.0,3.0
vireonidae,0.0,0.0,0.0,3.0
vombatidae,0.0,0.0,0.0,3.0
zonitidae,0.0,0.0,0.0,3.0
accuracy,0.13678065054211844,0.13678065054211844,0.13678065054211844,0.13678065054211844
macro avg,0.06730638958466016,0.06219844069792858,0.05642239719593059,1199.0
weighted avg,0.08918275682541991,0.13678065054211844,0.09533370038947256,1199.0
